,,,,,,,,,,,,,,,,,,,Pass Area,,,,,,,,,,,,,,,,
8,at HOU,3,1:03,Down 14,3,11,+29,Pass,11,"""+2x2+"", shotgun offset R",,,,Ebron (L2),Catch,11,,,LM,S,,,Over,5,,,,,,,,,,,
8,at HOU,3,0:19,Down 14,1,10,+18,Pass,02,"""+2x3+"", shotgun",,,,M. Jones (L2),Inc.,0,,,LM,IS,,,Other Odd,4,,,,,,,,,,,
8,at HOU,3,0:14,Down 14,2,10,+18,Pass,11,"""+2x3+"", shotgun",,,,Ebron (R3),Catch,4,,,RM,S,,,2 Eagle Even,4,,,,,,,,,,,
8,at HOU,4,14:55,Down 14,1,G-1,+1,Pass,6 OL,"""-2x3+"", shotgun",,,,Riddick (R2),"Catch, TD",1,,,RS,S,,,GL,5,,,,,,,,,,,
8,at HOU,4,12:36,Down 7,1,10,-22,Pass,11,"""-1x3+"", closed L, shotgun offset L",,,,Tate (R3),Catch,-1,,,WR Screen R,S,,,Over,4,,,,,,,,,,,
8,at HOU,4,10:51,Down 7,3,18,-14,Pass,11,"""-2x2-"", couple R-, shotgun offset L",,,,"Riddick (L RB, 3)",Catch,9,,,LS,S,,,Other Odd,4,,,,,,,,,,,
8,at HOU,4,4:00,Down 10,1,10,-45,Pass,11,"""*2x2+"", shotgun offset R",,,,M. Jones (L1),Catch,11,,,LS,IS,,,Other Odd,4,,,,,,,,,,,
8,at HOU,4,3:54,Down 10,1,10,+44,Pass,11,"""+1x3+"", shotgun offset L",,,,"Riddick (L RB, 2)",Catch,23,,,RB Screen L,S,,,Other Odd,5,,,,,,,,,,,
8,at HOU,4,3:45,Down 10,1,10,+21,Pass,11,"""+1x3+"", shotgun offset L",,,,Ebron (R3),Inc.,0,,,RM,S,,,Other Odd,4,,,,,,,,,,,
8,at HOU,4,3:42,Down 10,2,10,+21,Pass,11,"""-1x3+"", shotgun offset L",,,,"Riddick (L RB, 2)",Inc.,0,,,LM,S,,,Double A Gap,4,,,,,,,,,,,
8,at HOU,4,3:39,Down 10,3,10,+21,Pass,11,"""-1x3+"", closed L, shotgun offset R",,,,Tate (R1),Catch,5,,,WR Screen R,S,,,Other Odd,3,,,,,,,,,,,
